,chromosome,start,end
SMIM17,19,56643159,56657247
SMIM24,19,3473986,3480525
SMIM44,19,3482110,3483441
SMIM47,19,50776141,50793142
SMIM7,19,16630751,16660442
SNAPC2,19,7920338,7923250
SNORA68,19,17862588,17862720
SNORA68B,19,32608337,32608469
SNORD105,19,10107651,10107735
SNORD105B,19,10109757,10109835
SNORD23,19,47755853,47755962
SNORD32A,19,49489965,49490048
SNORD33,19,49490615,49490699
SNORD34,19,49490904,49490974
SNORD35A,19,49491175,49491260
SNORD35B,19,49497720,49497806
SNORD37,19,3982507,3982572
SNORD41,19,12706449,12706518
SNORD88A,19,50799442,50799532
SNORD88C,19,50802328,50802418
SNRNP70,19,49085419,49108605
SNRPA,19,40750637,40765389
SNRPD2,19,45687460,45692569
SNRPEP4,19,5576660,5576938
SNRPGP15,19,14489388,14489609
SNX33P1,19,16034776,16036537
SNX6P1,19,23126569,23127792
SPACA4,19,48606742,48607714
SPACA6,19,51688346,51712387
SPACA6-AS1,19,51685363,51693456
SPC24,19,11131520,11155807
SPHK2,19,48619291,48630717
SPIB,19,50418938,50431314
SPINT2,19,38244035,38292615
SPMAP2,19,361747,376026
SPPL2B,19,2328615,2355095
SPRED3,19,38388421,38399587
SPTBN4,19,40466241,40576464
SRRM5,19,43596617,43614498
SSBP4,19,18418864,18434562
SSC5D,19,55488404,55519099
STAP2,19,4324043,4342786
STK11,19,1177558,1228431
STRN4,19,46719511,46746994
STX10,19,13144058,13150383
STXBP2,19,7636772,7647873
SUGP1,19,19276018,19320509
SUGP2,19,18990888,19034023
SULT2A1,19,47870467,47886315
SULT2B1,19,48552172,48599425
SUMO1P4,19,49275119,49275420
SUNO1,19,33906352,33908393
SUPT5H,19,39436156,39476670
SWSAP1,19,11374666,11376951
SYCE2,19,12898786,12919293
SYCN,19,39202825,39204263
SYDE1,19,15107401,15114985
SYMPK,19,45815410,45863225
SYNE4,19,36003307,36008813
SYNGR4,19,48364367,48376377
SYT3,19,50621307,50639881
SYT5,19,55171196,55180289
TAF9P3,19,30037285,30037411
TBC1D17,19,49877666,49888750
TBCB,19,36114289,36125947
TBXA2R,19,3594507,3606875
TCF3,19,1609291,1652615
TDRD12,19,32719753,32829580
TEAD2,19,49340595,49362457
TECR,19,14517085,14565980
TEKTIP1,19,3539171,3544030
TEKTL1,19,15010726,15023276
TEX101,19,43401496,43418597
TEX14BP,19,35788978,35796924
TGFB1,19,41301587,41353922
TGFBR3L,19,7914830,7919097
TGIF1P1,19,46136746,46137547
THAP8,19,36034984,36054739
THOP1,19,2785503,2815807
THSD8,19,12802031,12813581
TICAM1,19,4815932,4831712
TIMM13,19,2425625,2427586
TIMM29,19,10928811,10933535
TIMM44,19,7926718,7943667
TIMM50,19,39480412,39493785
TINCR,19,5558167,5578349
TJP3,19,3708362,3750813
TLE2,19,2997639,3047635
TLE5,19,3052910,3063107
TLE6,19,2977538,2995179
TM6SF2,19,19264364,19273391
TMED1,19,10832067,10836318
TMEM143,19,48332356,48364059
TMEM145,19,42313309,42325064
TMEM147,19,35545600,35547526
TMEM147-AS1,19,35540731,35546029
TMEM150B,19,55312801,55334048
TMEM160,19,47045909,47048624
TMEM161A,19,19119169,19138513
TMEM167AP2,19,14792318,14792533
TMEM190,19,55376826,55378246
TMEM205,19,11342776,11346518
TMEM221,19,17435509,17448668
TMEM238,19,55379244,55384292
TMEM259,19,1009648,1021179
TMEM277P,19,50817384,50818441
TMEM38A,19,16661139,16690023
TMEM59L,19,18607430,18621039
TMEM86B,19,55226638,55228784
TMEM91,19,41350911,41384083
TMIGD2,19,4292227,4302431
TMPRSS9,19,2360238,2426261
TNFAIP8L1,19,4639516,4655568
TNFSF14,19,6658085,6670588
TNFSF9,19,6531026,6535924
TNNI3,19,55151767,55157773
TNNT1,19,55132698,55149206
TNPO2,19,12699201,12724011
TOMM40,19,44890569,44903689
TPGS1,19,507497,519654
TPM3P6,19,53479350,53480091
TPM3P9,19,53441863,53442607
TPM4,19,16067021,16103005
TPRX1,19,47801232,47819051
TRAPPC2B,19,57363551,57365405
TRAPPC5,19,7680833,7687703
TRAPPC6A,19,45162928,45178237
TRIM28,19,58544064,58550722
TRIP10,19,6737925,6751530
TRIR,19,12730640,12734684
TRMT1,19,13104902,13117567
TRPM4,19,49157741,49211836
TSHZ3,19,31149979,31349436
TSHZ3-AS1,19,31348590,31427302
TSKS,19,49739753,49763306
TSPAN16,19,11296139,11326996
TSSK6,19,19512418,19515548
TTC9B,19,40216058,40218384
TUBB4A,19,6494319,6502848
TULP2,19,48880965,48898744
TYK2,19,10350528,10380608
TYMSP2,19,35683778,35684201
TYROBP,19,35904401,35908295
U2AF1L4,19,35742464,35745445
U2AF2,19,55654146,55674716
UBA2,19,34428352,34471251
UBA52,19,18571730,18577550
UBE2CP5,19,57867970,57868834
UBE2L4,19,9774497,9774960
UBE2M,19,58555712,58558954
UBE2S,19,55399745,55407788
UBL5,19,9827892,9830115
UBXN6,19,4444999,4457794
UCA1,19,15828206,15836328
UCA1-AS1,19,15821851,15865032
UHRF1,19,4903080,4962154
UNC13A,19,17601336,17688365
UPF1,19,18831959,18868230
UPK1A,19,35666517,35678481
UPK1A-AS1,19,35667943,35673509
UQCR11,19,1597169,1605473
UQCRFS1,19,29205320,29213151
UQCRFS1-DT,19,29213208,29223137
URI1,19,29923644,30016612
USE1,19,17215346,17220237
USF2,19,35268962,35279821
USHBP1,19,17249171,17282786
USP29,19,57119138,57131926
VASP,19,45506579,45526989
VAV1,19,6772708,6857366
VN1R1,19,57454790,57457140
VN1R104P,19,54320204,54321212
VN1R105P,19,54647944,54648853
VN1R107P,19,57459912,57460120
VN1R2,19,53258292,53261837
VN1R4,19,53266676,53267723
VN1R6P,19,53315137,53316043
VN1R78P,19,20583084,20583647
VN1R79P,19,20758440,20758952
VN1R80P,19,21063924,21064261
VN1R81P,19,21123817,21124188
VN1R82P,19,21188598,21188953
VN1R83P,19,21289554,21289998
VN1R84P,19,21719801,21720035
VN1R85P,19,22174766,22175191
VN1R87P,19,22742924,22743410
VN1R90P,19,23288620,23289345
VN1R91P,19,23290849,23291017
VN1R92P,19,23444262,23445189
VN1R93P,19,23602567,23603106
VN2R17P,19,56317177,56318008
VN2R19P,19,58012147,58025926
VRK3,19,49976468,50025946
VSIG10L,19,51331536,51342139
VSIG10L-AS1,19,51340695,51344117
VSTM2B,19,29525994,29564551
VSTM2B-DT,19,29286592,29529156
WASH5P,19,66320,66492
WDR18,19,984332,998438
WDR62,19,36054649,36105108
WDR83,19,12666802,12675832
WDR83OS,19,12668073,12669415
WDR87,19,37884823,37906677
WDR87BP,19,37829050,37836964
WDR88,19,33132090,33175799
WIZ,19,15419978,15449956
WTIP,19,34481758,34512304
XAB2,19,7619525,7629545
XRCC1,19,43543311,43580473
YIF1B,19,38303558,38317273
YIPF2,19,10922185,10928681
YJEFN3,19,19528861,19537581
YJU2,19,4247080,4269088
YJU2B,19,13731760,13763296
ZBTB32,19,35704558,35717038
ZBTB45,19,58513530,58538911
ZBTB7A,19,4043303,4066899
ZC3H4,19,47064187,47113776
ZFP14,19,36334453,36379201
ZFP28,19,56538948,56556808
ZFP28-DT,19,56536146,56538734
ZFP30,19,37613749,37692337
ZFP36,19,39406847,39409407
ZFP82,19,36383120,36418644
ZFR2,19,3804024,3869038
ZGLP1,19,10304803,10309880
ZIK1,19,57578456,57593890
ZIM2,19,56774547,56840731
ZIM2-AS1,19,56595313,56799602
ZIM3,19,57134096,57145202
ZNF101,19,19668796,19683509
ZNF112,19,44326555,44367217
ZNF114,19,48270081,48287608
ZNF114-AS1,19,48262898,48291512
ZNF121,19,9560329,9584504
ZNF132,19,58432814,58440153
ZNF132-DT,19,58440448,58445849
ZNF134,19,57614233,57624724
ZNF135,19,58059239,58086310
ZNF136,19,12163064,12189871
ZNF137P,19,52592038,52597345
ZNF14,19,19710472,19733112
ZNF146,19,36214602,36238771
ZNF154,19,57696275,57709204
ZNF155,19,43967862,43998326
ZNF160,19,53066606,53103434
ZNF17,19,57411161,57421934
ZNF175,19,51571283,51592510
ZNF177,19,9363013,9382617
ZNF180,19,44474428,44500524
ZNF181,19,34734155,34745378
ZNF20,19,12092843,12140355
ZNF208,19,21932958,22010949
ZNF209P,19,22463922,22473036
ZNF211,19,57630395,57644041
ZNF221,19,43951223,43967709
ZNF222,19,44025342,44033110
ZNF222-DT,19,44023118,44025262
ZNF223,19,44051367,44067999
ZNF224,19,44094361,44109886
ZNF225,19,44112181,44134822
ZNF225-AS1,19,44103007,44113320
ZNF226,19,44165073,44178381
ZNF227,19,44207547,44237268
ZNF229,19,44417519,44448578
ZNF230,19,44002957,44013924
ZNF230-DT,19,43996896,44003298
ZNF233,19,44259880,44275317
ZNF234,19,44141554,44160313
ZNF235,19,44228729,44305046
ZNF253,19,19865882,19894674
ZNF254,19,24033405,24129968
ZNF256,19,57940833,57947706
ZNF257,19,22052430,22091480
ZNF260,19,36510687,36528271
ZNF264,19,57191500,57222846
ZNF266,19,9412429,9435573
ZNF274,19,58183029,58213562
ZNF28,19,52797408,52857600
ZNF283,19,43827321,43852017
ZNF284,19,44072159,44089613
ZNF285,19,44382298,44401608
ZNF285BP,19,44467641,44473227
ZNF296,19,45071500,45076478
ZNF30,19,34926903,34945170
ZNF30-AS1,19,34905335,34926857
ZNF302,19,34677639,34686397
ZNF304,19,57351271,57359898
ZNF317,19,9140397,9163424
ZNF320,19,52860851,52897693
ZNF321P,19,52928903,52929397
ZNF324,19,58467056,58475436
ZNF324B,19,58451611,58457833
ZNF329,19,58126248,58155110
ZNF331,19,53519527,53580269
ZNF333,19,14689801,14733746
ZNF345,19,36850361,36913029
ZNF347,19,53124072,53159075
ZNF350,19,51964340,51986856
ZNF350-AS1,19,51949112,51981374
ZNF358,19,7515292,7521025
ZNF382,19,36604817,36634114
ZNF383,19,37217926,37248740
ZNF404,19,43872365,43901385
ZNF414,19,8509678,8514167
ZNF415,19,53107879,53133077
ZNF416,19,57571566,57578911
ZNF417,19,57900296,57916610
ZNF418,19,57921882,57935402
ZNF419,19,57487711,57496098
ZNF420,19,37007857,37130368
ZNF426,19,9523223,9538645
ZNF426-DT,19,9538665,9539742
ZNF428,19,43607224,43619629
ZNF429,19,21496682,21556270
ZNF430,19,21020634,21060050
ZNF431,19,21142024,21196053
ZNF432,19,52031378,52095738
ZNF433,19,12014715,12035741
ZNF433-AS1,19,11987617,12046275
ZNF439,19,11848726,11883750
ZNF44,19,12224686,12294883
ZNF440,19,11814273,11835216
ZNF441,19,11767000,11784078
ZNF442,19,12345944,12365905
ZNF443,19,12429706,12441021
ZNF444,19,56132599,56160893
ZNF446,19,58474017,58481230
ZNF45,19,43912624,43935282
ZNF45-AS1,19,43901718,43935819
ZNF460,19,57280051,57294069
ZNF460-AS1,19,57254567,57280418
ZNF461,19,36636618,36666853
ZNF468,19,52838010,52857649
ZNF470,19,56567468,56588911
ZNF470-DT,19,56545566,56567479
ZNF471,19,56507850,56530221
ZNF473,19,50025714,50053414
ZNF473CR,19,50050589,50066795
ZNF480,19,52297169,52325922
ZNF486,19,20167214,20200488
ZNF490,19,12576100,12640098
ZNF491,19,11797667,11809622
ZNF492,19,22634324,22667671
ZNF493,19,21397119,21427577
ZNF497,19,58354357,58362848
ZNF497-AS1,19,58362569,58367620
ZNF506,19,19761038,19821751
ZNF507,19,32345594,32387667
ZNF524,19,55600022,55603138
ZNF525,19,53365693,53392217
ZNF526,19,42220292,42228201
ZNF527,19,37371061,37393066
ZNF528,19,52397849,52418412
ZNF528-AS1,19,52388836,52397807
ZNF529,19,36534774,36605276
ZNF529-AS1,19,36573070,36594712
ZNF530,19,57599885,57612722
ZNF534,19,52429148,52452315
ZNF536,19,30224891,30713586
ZNF540,19,37551406,37614179
ZNF541,19,47520690,47573148
ZNF542P,19,56373250,56377972
ZNF543,19,57320472,57330770
ZNF544,19,58228594,58277495
ZNF547,19,57363477,57379565
ZNF548,19,57389850,57403498
ZNF549,19,57527325,57557542
ZNF550,19,57535257,57559863
ZNF551,19,57681969,57717301
ZNF552,19,57803841,57814913
ZNF554,19,2819868,2836735
ZNF555,19,2841437,2860471
ZNF556,19,2867335,2883445
ZNF557,19,7069703,7087968
ZNF559,19,9323772,9351162
ZNF559-ZNF177,19,9324174,9382617
ZNF560,19,9466355,9498616
ZNF561,19,9604680,9621236
ZNF561-AS1,19,9620993,9674662
ZNF562,19,9641807,9675100
ZNF563,19,12317477,12333720
ZNF564,19,12525373,12551542
ZNF565,19,36182276,36246257
ZNF566,19,36445119,36489902
ZNF566-AS1,19,36489621,36491040
ZNF567,19,36687612,36727701
ZNF567-DT,19,36681595,36687578
ZNF568,19,36916316,37005037
ZNF569,19,37411155,37469275
ZNF56P,19,19833473,19836073
ZNF57,19,2900928,2918473
ZNF570,19,37467585,37488652
ZNF571,19,37554782,37594792
ZNF571-AS1,19,37548914,37587348
ZNF573,19,37735833,37817300
ZNF574,19,42068477,42081552
ZNF575,19,43525497,43536130
ZNF576,19,43596392,43601157
ZNF577,19,51804816,51890950
ZNF578,19,52453553,52516882
ZNF579,19,55576774,55580848
ZNF580,19,55635016,55643470
ZNF581,19,55635459,55645623
ZNF582,19,56375846,56393538
ZNF582-DT,19,56393656,56399172
ZNF583,19,56397966,56436035
ZNF584,19,58401504,58431736
ZNF584-DT,19,58404238,58408484
ZNF585A,19,37106734,37172741
ZNF585B,19,37181579,37218153
ZNF586,19,57769655,57819939
ZNF587,19,57849859,57865117
ZNF587B,19,57819721,57846238
ZNF599,19,34758073,34773229
ZNF600,19,52749942,52786807
ZNF606,19,57977076,58003349
ZNF606-AS1,19,58002061,58021943
ZNF607,19,37696371,37719761
ZNF610,19,52336243,52367778
ZNF611,19,52702813,52735073
ZNF613,19,51927147,51948759
ZNF614,19,52012765,52030240
ZNF615,19,51991332,52008230
ZNF616,19,52113091,52139938
ZNF625,19,12142090,12156734
ZNF625-ZNF20,19,12132117,12156731
ZNF626,19,20619939,20661596
ZNF627,19,11559374,11619161
ZNF628,19,55476617,55484487
ZNF628-DT,19,55475983,55476482
ZNF649,19,51889235,51905040
ZNF649-AS1,19,51888023,51900475
ZNF653,19,11483427,11505839
ZNF66,19,20776304,20809995
ZNF665,19,53159213,53193386
ZNF667,19,56439325,56478065
ZNF667-AS1,19,56477250,56504362
ZNF671,19,57719751,57727624
ZNF675,19,23525631,23687220
ZNF676,19,22179089,22215801
ZNF677,19,53235381,53254898
ZNF681,19,23739195,23758891
ZNF682,19,19997058,20039505
ZNF69,19,11887782,11914329
ZNF699,19,9291140,9309838
ZNF700,19,11925068,11950773
ZNF701,19,52555822,52587174
ZNF702P,19,52968910,52970875
ZNF708,19,21284033,21329425
ZNF709,19,12461184,12513854
ZNF71,19,56595265,56626481
ZNF714,19,21082159,21125270
ZNF723,19,22832291,22858667
ZNF724,19,23221599,23250394
ZNF725P,19,23492428,23512656
ZNF726,19,23914876,23945159
ZNF728,19,22974883,23003176
ZNF729,19,22286441,22317176
ZNF730,19,23075210,23147221
ZNF737,19,20535825,20565809
ZNF738,19,21358930,21388582
ZNF749,19,57435325,57447101
ZNF761,19,53431984,53461862
ZNF763,19,11965037,11980617
ZNF765,19,53389793,53430413
ZNF766,19,52269587,52296046
ZNF77,19,2933218,2944971
ZNF772,19,57466663,57477570
ZNF773,19,57499915,57518404
ZNF776,19,57746815,57758148
ZNF781,19,37668579,37676393
ZNF784,19,55620741,55624566
ZNF787,19,56087366,56121295
ZNF788P,19,12092468,12113048
ZNF790,19,36817428,36850787
ZNF790-AS1,19,36776080,36831596
ZNF791,19,12610918,12633840
ZNF792,19,34956354,34964229
ZNF793,19,37506939,37548762
ZNF793-AS1,19,37497155,37507122
ZNF799,19,12390016,12401271
ZNF8,19,58278955,58302791
ZNF8-DT,19,58257270,58278857
ZNF8-ERVK3-1,19,58278966,58315197
ZNF805,19,57240632,57262728
ZNF807P,19,34542462,34545395
ZNF808,19,52527652,52564464
ZNF812P,19,9689924,9694892
ZNF813,19,53467733,53496255
ZNF814,19,57848731,57889074
ZNF816,19,52949379,52962911
ZNF816-ZNF321P,19,52928475,52962823
ZNF818P,19,53204016,53214522
ZNF823,19,11721265,11739009
ZNF826P,19,20397334,20409959
ZNF829,19,36888124,36916291
ZNF83,19,52612377,52638388
ZNF833P,19,11682546,11686190
ZNF835,19,56661980,56671783
ZNF836,19,52153864,52171643
ZNF837,19,58367618,58381030
ZNF841,19,52064465,52095765
ZNF844,19,12064731,12081565
ZNF845,19,53333749,53356906
ZNF846,19,9751993,9793180
ZNF849P,19,22685167,22686732
ZNF85,19,20923222,20950697
ZNF850,19,36714383,36772825
ZNF865,19,55605647,55617269
ZNF875,19,37312837,37369365
ZNF878,19,12043805,12052961
ZNF880,19,52369917,52385795
ZNF887P,19,11648364,11652877
ZNF888,19,52904415,52923470
ZNF888-AS1,19,52923141,52924079
ZNF90,19,20077994,20127076
ZNF91,19,23304991,23395471
ZNF92P2,19,22128627,22130318
ZNF93,19,19900913,19963464
ZNF98,19,22391019,22532485
ZNF99,19,22752183,22784151
ZNRF4,19,5455417,5456856
ZSCAN1,19,58034025,58054631
ZSCAN18,19,58083838,58118427
ZSCAN22,19,58326994,58342343
ZSCAN4,19,57668935,57679152
ZSCAN5A,19,56219670,56368383
ZSCAN5A-AS1,19,56314703,56365316
ZSCAN5B,19,56189686,56197815
ZSCAN5C,19,56202273,56209461
ZSCAN5DP,19,56244043,56247482
ZSWIM9,19,48170680,48197620
ABHD3,18,21650901,21704780
ACAA2,18,49782164,49813953
ACTBP9,18,62442028,62443126
ADAD1P2,18,50063795,50064440
ADCYAP1,18,904871,912172
ADGRA3P1,18,12075205,12076654
ADNP2,18,80109262,80147523
AFG3L2,18,12328944,12377227
AIDAP3,18,1927727,1929094
AKAIN1,18,5142911,5197503
AKR1B10P2,18,68455951,68456877
AKR1B1P6,18,8545635,8546817
ALPK2,18,58481247,58629091
ANKRD12,18,9136228,9285985
ANKRD20A5P,18,14179395,14244811
ANKRD29,18,23598926,23662911
ANKRD30B,18,14728272,14854667
ANKRD62,18,12093843,12129764
APCDD1,18,10454635,10489949
AQP4,18,26852043,26865771
AQP4-AS1,18,26655505,27190698
ARHGAP28,18,6729716,6915716
ARHGAP28-AS1,18,6728194,6729969
ARIH2P1,18,28651732,28653208
ARK2C,18,46326809,46463140
ARK2N,18,46173553,46266992
ARL2BPP1,18,76703444,76704254
ASNSP6,18,11745626,11747581
ASXL3,18,33578219,33751195
ASXL3-DT,18,33552123,33578187
ATP5F1A,18,46080248,46104334
ATP5MC1P6,18,63496989,63497400
ATP6V1E1P2,18,26952201,26952558
ATP8B1,18,57646426,57803315
ATP8B1-AS1,18,57629870,57738678
ATP9B,18,79069285,79378287
B4GALT6,18,31622246,31685836
BCL2,18,63123346,63320128
BDP1P,18,77435253,77437242
BNIP3P3,18,15247429,15247997
BOD1L2,18,57147087,57150410
BOD1P1,18,3415145,3415580
BOLA2P1,18,832238,832469
C18orf15,18,13239543,13242076
C18orf21,18,35972625,35979286
C18orf32,18,49477243,49487252
C18orf54,18,54357906,54385218
C18orf63,18,74315839,74359189
CABLES1,18,23134564,23260470
CABYR,18,24138987,24161600
CBLN2,18,72536680,72638521
CBX3P2,18,2652725,2653259
CCBE1,18,59430939,59697662
CCDC102B,18,68715209,69055189
CCDC178,18,32937402,33441101
CCDC68,18,54901509,54959461
CCND3P2,18,76751305,76751841
CD226,18,69831158,69961803
CDH19,18,66501083,66604138
CDH2,18,27932879,28177946
CDH20,18,61333430,61555779
CDH7,18,65750252,65890337
CELF4,18,37243040,37565827
CEP192,18,12991362,13125052
CEP192-DT,18,12984694,12991187
CEP76,18,12661833,12702777
CETN1,18,580380,582114
CFAP53,18,50227193,50266495
CHMP1B,18,11851413,11854444
CHMP1B-AS1,18,11851414,11852751
CHORDC1P4,18,2945550,2946534
CHST9,18,26906481,27185308
CIAPIN1P,18,26599408,26600338
CIDEA,18,12254361,12277595
CLUHP6,18,32196026,32196966
CLUL1,18,596988,650334
CNDP1,18,74534500,74587212
CNDP2,18,74495816,74523454
COLEC12,18,316737,500722
COP1P1,18,8412129,8414304
COSMOC,18,36179991,36187475
COX6CP3,18,1176790,1177012
CPLX4,18,59275156,59318649
CTAGE1,18,22413599,22417915
CTBP2P3,18,60663115,60664369
CTDP1,18,79679803,79754503
CTIF,18,48539031,48863217
CUPIN1P,18,54412763,54424632
CXADRP3,18,14478168,14479267
CXXC1,18,50282343,50287839
CYB5A,18,74250846,74291973
CYP4F35P,18,14338015,14338834
DCC,18,52340197,53535899
DHFRP1,18,26170726,26171284
DIPK1C,18,74434775,74457944
DLGAP1,18,3496032,4455307
DLGAP1-AS1,18,3593732,3598363
DLGAP1-AS2,18,3594114,3610103
DLGAP1-AS3,18,3878058,3897069
DLGAP1-AS4,18,3930914,4024157
DLGAP1-AS5,18,4264602,4295405
DOK6,18,69400888,69849087
DSC1,18,31129236,31162856
DSC2,18,31058545,31102600
DSC3,18,30989365,31042815
DSCAS,18,31101540,31250873
DSEL,18,67506587,67516720
DSG1,18,31318160,31359246
DSG1-AS1,18,31327577,31426995
DSG2,18,31497624,31551351
DSG2-AS1,18,31542146,31556948
DSG3,18,31447741,31478702
DSG4,18,31376777,31414912
DTNA,18,34493291,34891844
DYM,18,49036387,49461347
DYM-AS1,18,49021705,49048610
DYNAP,18,54587757,54599493
DYNAPP1,18,54525434,54525563
EIF4A2P1,18,12912844,12913906
EIF4A3P1,18,24522273,24522919
ELAC1,18,50967991,50988121
ELOA2,18,47032527,47035621
ELOCP27,18,4459230,4459458
ELP2,18,36129444,36180557
EMILIN2,18,2847006,2916003
ENOSF1,18,670318,712662
ENTR1P1,18,60009994,60011143
EPB41L3,18,5392381,5630700
EPG5,18,45800581,45967329
ESCO1,18,21529281,21600884
EXOGP1,18,21182503,21183499
FAM210A,18,13663347,13726663
FAM32DP,18,67707929,67708246
FAUP1,18,74389884,74390297
FBXO15,18,74073353,74147843
FECH,18,57544377,57586732
FEM1AP2,18,14391913,14393909
FGF7P1,18,14888709,14890086
FHOD3,18,36297713,36780220
FRG2LP,18,14137710,14139272
GACAT2,18,8695856,8707721
GAD3P,18,60611773,60646089
GALNT1,18,35581117,35711834
GALR1,18,77249848,77277900
GAPDHP66,18,3977649,3978615
GAPLINC,18,3466200,3487049
GAREM1,18,32124877,32470882
GATA6,18,22169589,22202528
GATA6-AS1,18,22087583,22169878
GLUD1P4,18,59778572,59778989
GNAL,18,11689264,11885685
GRAMD4P7,18,14485806,14487501
GREB1L,18,21242232,21526112
GREB1L-DT,18,21140441,21242796
GRP,18,59220158,59230774
GTF2IP8,18,14695422,14706597
GTSCR1,18,70630507,70670885
HAUS1,18,46104378,46128333
HDHD2,18,47107408,47150500
HMGN1P30,18,58018794,58019061
HMGN1P31,18,60794613,60794916
HMSD,18,63949301,63981774
HNRNPA1P11,18,72618267,72619222
HNRNPA1P7,18,32412214,32413176
HNRNPA3P16,18,50814392,50815730
HRH4,18,24460637,24479961
HSBP1L1,18,79964582,79970822
IER3IP1,18,47152834,47176364
IGLJCOR18,18,3394889,3395312
IL9RP4,18,80140,88570
IMPA2,18,11981025,12030877
IMPACT,18,24426634,24453531
INO80C,18,35452230,35497979
KATNAL2,18,46917492,47103478
KATNBL1P3,18,2593674,2594913
KCNG2,18,79797938,79900184
KCTD1,18,26454910,26657401
KDSR,18,63327726,63367228
KDSR-DT,18,63366400,63381634
KIAA0895LP1,18,10724619,10726936
KIAA1328,18,36829106,37232172
KLHL14,18,32672673,32773023
KRT18P8,18,9678248,9679493
KRT8P5,18,44320800,44322257
L3MBTL4,18,5954706,6415237
L3MBTL4-AS1,18,6256747,6260934
LAMA1,18,6941742,7117797
LAMA3,18,23689453,23956222
LARP7P3,18,70412055,70412391
LDLRAD4,18,13217498,13652755
LDLRAD4-AS1,18,13419421,13427480
LINC-ROR,18,57054558,57072119
LINC00305,18,64079989,64153377
LINC00470,18,1254383,1408344
LINC00526,18,5232876,5239390
LINC00667,18,5237826,5290609
LINC00668,18,6919496,6930019
LINC00683,18,76528580,76693637
LINC00907,18,42159087,42734297
LINC01029,18,77924025,77993759
LINC01254,18,10404764,10414515
LINC01255,18,11486205,11540148
LINC01387,18,6413730,6590653
LINC01415,18,55776727,55781722
LINC01416,18,55881688,55998219
LINC01443,18,14946267,14974215
LINC01444,18,14964260,14983306
LINC01477,18,40066286,40099233
LINC01478,18,44280768,44579978
LINC01538,18,64181314,64260055
LINC01539,18,56003612,56191262
LINC01541,18,71519962,71579003
LINC01543,18,26421139,26438041
LINC01544,18,61747971,61758464
LINC01630,18,51346249,51643939
LINC01882,18,12739486,12776143
LINC01887,18,10611459,10629249
LINC01892,18,5081171,5098780
LINC01893,18,76209422,76221725
LINC01894,18,24932060,25016751
LINC01895,18,3347688,3383532
LINC01897,18,57961231,57964434
LINC01898,18,75696044,75712851
LINC01899,18,71732594,71788193
LINC01900,18,21980943,22098794
LINC01901,18,39840296,39924868
LINC01902,18,39799745,39896298
